knob_name,type,description,DBMS,cluster
autovacuum,boolean,"Controls whether the server should run the autovacuum launcher daemon. This is on by default; however,track_countsmust also be enabled for autovacuum to work. This parameter can only be set in thepostgresql.conffile or on the server command line; however, autovacuuming can be disabled for individual tables by changing table storage parameters.Note that even when this parameter is disabled, the system will launch autovacuum processes if necessary to prevent transaction ID wraparound. SeeSection 24.1.5for more information.",PostgreSQL,0
autovacuum_max_workers,integer,Specifies the maximum number of autovacuum processes (other than the autovacuum launcher) that may be running at any one time. The default is three. This parameter can only be set at server start.,PostgreSQL,0
autovacuum_naptime,integer,"Specifies the minimum delay between autovacuum runs on any given database. In each round the daemon examines the database and issuesVACUUMandANALYZEcommands as needed for tables in that database. If this value is specified without units, it is taken as seconds. The default is one minute (1min). This parameter can only be set in thepostgresql.conffile or on the server command line.",PostgreSQL,0
autovacuum_vacuum_threshold,integer,Specifies the minimum number of updated or deleted tuples needed to trigger aVACUUMin any one table. The default is 50 tuples. This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters.,PostgreSQL,0
autovacuum_vacuum_insert_threshold,integer,"Specifies the number of inserted tuples needed to trigger aVACUUMin any one table. The default is 1000 tuples. If -1 is specified, autovacuum will not trigger aVACUUMoperation on any tables based on the number of inserts. This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters.",PostgreSQL,0
autovacuum_analyze_threshold,integer,"Specifies the minimum number of inserted, updated or deleted tuples needed to trigger anANALYZEin any one table. The default is 50 tuples. This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters.",PostgreSQL,0
autovacuum_vacuum_scale_factor,floating point,Specifies a fraction of the table size to add toautovacuum_vacuum_thresholdwhen deciding whether to trigger aVACUUM. The default is 0.2 (20% of table size). This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters.,PostgreSQL,0
autovacuum_vacuum_insert_scale_factor,floating point,Specifies a fraction of the table size to add toautovacuum_vacuum_insert_thresholdwhen deciding whether to trigger aVACUUM. The default is 0.2 (20% of table size). This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters.,PostgreSQL,0
autovacuum_analyze_scale_factor,floating point,Specifies a fraction of the table size to add toautovacuum_analyze_thresholdwhen deciding whether to trigger anANALYZE. The default is 0.1 (10% of table size). This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters.,PostgreSQL,0
autovacuum_freeze_max_age,integer,"Specifies the maximum age (in transactions) that a table'spg_class.relfrozenxidfield can attain before aVACUUMoperation is forced to prevent transaction ID wraparound within the table. Note that the system will launch autovacuum processes to prevent wraparound even when autovacuum is otherwise disabled.Vacuum also allows removal of old files from thepg_xactsubdirectory, which is why the default is a relatively low 200 million transactions. This parameter can only be set at server start, but the setting can be reduced for individual tables by changing table storage parameters. For more information seeSection 24.1.5.",PostgreSQL,0
autovacuum_multixact_freeze_max_age,integer,"Specifies the maximum age (in multixacts) that a table'spg_class.relminmxidfield can attain before aVACUUMoperation is forced to prevent multixact ID wraparound within the table. Note that the system will launch autovacuum processes to prevent wraparound even when autovacuum is otherwise disabled.Vacuuming multixacts also allows removal of old files from thepg_multixact/membersandpg_multixact/offsetssubdirectories, which is why the default is a relatively low 400 million multixacts. This parameter can only be set at server start, but the setting can be reduced for individual tables by changing table storage parameters. For more information seeSection 24.1.5.1.",PostgreSQL,0
autovacuum_vacuum_cost_delay,floating point,"Specifies the cost delay value that will be used in automaticVACUUMoperations. If -1 is specified, the regularvacuum_cost_delayvalue will be used. If this value is specified without units, it is taken as milliseconds. The default value is 2 milliseconds. This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters.",PostgreSQL,0
autovacuum_vacuum_cost_limit,integer,"Specifies the cost limit value that will be used in automaticVACUUMoperations. If -1 is specified (which is the default), the regularvacuum_cost_limitvalue will be used. Note that the value is distributed proportionally among the running autovacuum workers, if there is more than one, so that the sum of the limits for each worker does not exceed the value of this variable. This parameter can only be set in thepostgresql.conffile or on the server command line; but the setting can be overridden for individual tables by changing table storage parameters.",PostgreSQL,0
client_min_messages,enum,"Controls whichmessage levelsare sent to the client. Valid values areDEBUG5,DEBUG4,DEBUG3,DEBUG2,DEBUG1,LOG,NOTICE,WARNING, andERROR. Each level includes all the levels that follow it. The later the level, the fewer messages are sent. The default isNOTICE. Note thatLOGhas a different rank here than inlog_min_messages.INFOlevel messages are always sent to the client.",PostgreSQL,0
search_path,string,"This variable specifies the order in which schemas are searched when an object (table, data type, function, etc.) is referenced by a simple name with no schema specified. When there are objects of identical names in different schemas, the one found first in the search path is used. An object that is not in any of the schemas in the search path can only be referenced by specifying its containing schema with a qualified (dotted) name.The value forsearch_pathmust be a comma-separated list of schema names. Any name that is not an existing schema, or is a schema for which the user does not haveUSAGEpermission, is silently ignored.If one of the list items is the special name$user, then the schema having the name returned byCURRENT_USERis substituted, if there is such a schema and the user hasUSAGEpermission for it. (If not,$useris ignored.)The system catalog schema,pg_catalog, is always searched, whether it is mentioned in the path or not. If it is mentioned in the path then it will be searched in the specified order. Ifpg_catalogis not in the path then it will be searchedbeforesearching any of the path items.Likewise, the current session's temporary-table schema,pg_temp_nnn, is always searched if it exists. It can be explicitly listed in the path by using the aliaspg_temp. If it is not listed in the path then it is searched first (even beforepg_catalog). However, the temporary schema is only searched for relation (table, view, sequence, etc.) and data type names. It is never searched for function or operator names.When objects are created without specifying a particular target schema, they will be placed in the first valid schema named insearch_path. An error is reported if the search path is empty.The default value for this parameter is""$user"", public. This setting supports shared use of a database (where no users have private schemas, and all share use ofpublic), private per-user schemas, and combinations of these. Other effects can be obtained by altering the default search path setting, either globally or per-user.For more information on schema handling, seeSection 5.10. In particular, the default configuration is suitable only when the database has a single user or a few mutually-trusting users.The current effective value of the search path can be examined via theSQLfunctioncurrent_schemas(seeSection 9.27). This is not quite the same as examining the value ofsearch_path, sincecurrent_schemasshows how the items appearing insearch_pathwere resolved.",PostgreSQL,0
row_security,boolean,"This variable controls whether to raise an error in lieu of applying a row security policy. When set toon, policies apply normally. When set tooff, queries fail which would otherwise apply at least one policy. The default ison. Change tooffwhere limited row visibility could cause incorrect results; for example,pg_dumpmakes that change by default. This variable has no effect on roles which bypass every row security policy, to wit, superusers and roles with theBYPASSRLSattribute.For more information on row security policies, seeCREATE POLICY.",PostgreSQL,0
default_table_access_method,string,"This parameter specifies the default table access method to use when creating tables or materialized views if theCREATEcommand does not explicitly specify an access method, or whenSELECT ... INTOis used, which does not allow specifying a table access method. The default isheap.",PostgreSQL,0
default_tablespace,string,"This variable specifies the default tablespace in which to create objects (tables and indexes) when aCREATEcommand does not explicitly specify a tablespace.The value is either the name of a tablespace, or an empty string to specify using the default tablespace of the current database. If the value does not match the name of any existing tablespace,PostgreSQLwill automatically use the default tablespace of the current database. If a nondefault tablespace is specified, the user must haveCREATEprivilege for it, or creation attempts will fail.This variable is not used for temporary tables; for them,temp_tablespacesis consulted instead.This variable is also not used when creating databases. By default, a new database inherits its tablespace setting from the template database it is copied from.If this parameter is set to a value other than the empty string when a partitioned table is created, the partitioned table's tablespace will be set to that value, which will be used as the default tablespace for partitions created in the future, even ifdefault_tablespacehas changed since then.For more information on tablespaces, seeSection 22.6.",PostgreSQL,0
default_toast_compression,enum,This variable sets the defaultTOASTcompression method for values of compressible columns. (This can be overridden for individual columns by setting theCOMPRESSIONcolumn option inCREATE TABLEorALTER TABLE.) The supported compression methods arepglzand (ifPostgreSQLwas compiled with--with-lz4)lz4. The default ispglz.,PostgreSQL,0
temp_tablespaces,string,"This variable specifies tablespaces in which to create temporary objects (temp tables and indexes on temp tables) when aCREATEcommand does not explicitly specify a tablespace. Temporary files for purposes such as sorting large data sets are also created in these tablespaces.The value is a list of names of tablespaces. When there is more than one name in the list,PostgreSQLchooses a random member of the list each time a temporary object is to be created; except that within a transaction, successively created temporary objects are placed in successive tablespaces from the list. If the selected element of the list is an empty string,PostgreSQLwill automatically use the default tablespace of the current database instead.Whentemp_tablespacesis set interactively, specifying a nonexistent tablespace is an error, as is specifying a tablespace for which the user does not haveCREATEprivilege. However, when using a previously set value, nonexistent tablespaces are ignored, as are tablespaces for which the user lacksCREATEprivilege. In particular, this rule applies when using a value set inpostgresql.conf.The default value is an empty string, which results in all temporary objects being created in the default tablespace of the current database.See alsodefault_tablespace.",PostgreSQL,0
check_function_bodies,boolean,"This parameter is normally on. When set tooff, it disables validation of the routine body string duringCREATE FUNCTIONandCREATE PROCEDURE. Disabling validation avoids side effects of the validation process, in particular preventing false positives due to problems such as forward references. Set this parameter tooffbefore loading functions on behalf of other users;pg_dumpdoes so automatically.",PostgreSQL,0
default_transaction_isolation,enum,"Each SQL transaction has an isolation level, which can be either“read uncommitted”,“read committed”,“repeatable read”, or“serializable”. This parameter controls the default isolation level of each new transaction. The default is“read committed”.ConsultChapter 13andSET TRANSACTIONfor more information.",PostgreSQL,0
default_transaction_read_only,boolean,A read-only SQL transaction cannot alter non-temporary tables. This parameter controls the default read-only status of each new transaction. The default isoff(read/write).ConsultSET TRANSACTIONfor more information.,PostgreSQL,0
default_transaction_deferrable,boolean,"When running at theserializableisolation level, a deferrable read-only SQL transaction may be delayed before it is allowed to proceed. However, once it begins executing it does not incur any of the overhead required to ensure serializability; so serialization code will have no reason to force it to abort because of concurrent updates, making this option suitable for long-running read-only transactions.This parameter controls the default deferrable status of each new transaction. It currently has no effect on read-write transactions or those operating at isolation levels lower thanserializable. The default isoff.ConsultSET TRANSACTIONfor more information.",PostgreSQL,0
transaction_isolation,enum,"This parameter reflects the current transaction's isolation level. At the beginning of each transaction, it is set to the current value ofdefault_transaction_isolation. Any subsequent attempt to change it is equivalent to aSET TRANSACTIONcommand.",PostgreSQL,0
transaction_read_only,boolean,"This parameter reflects the current transaction's read-only status. At the beginning of each transaction, it is set to the current value ofdefault_transaction_read_only. Any subsequent attempt to change it is equivalent to aSET TRANSACTIONcommand.",PostgreSQL,0
transaction_deferrable,boolean,"This parameter reflects the current transaction's deferrability status. At the beginning of each transaction, it is set to the current value ofdefault_transaction_deferrable. Any subsequent attempt to change it is equivalent to aSET TRANSACTIONcommand.",PostgreSQL,0
session_replication_role,enum,"Controls firing of replication-related triggers and rules for the current session. Possible values areorigin(the default),replicaandlocal. Setting this parameter results in discarding any previously cached query plans. Only superusers and users with the appropriateSETprivilege can change this setting.The intended use of this setting is that logical replication systems set it toreplicawhen they are applying replicated changes. The effect of that will be that triggers and rules (that have not been altered from their default configuration) will not fire on the replica. See theALTER TABLEclausesENABLE TRIGGERandENABLE RULEfor more information.PostgreSQL treats the settingsoriginandlocalthe same internally. Third-party replication systems may use these two values for their internal purposes, for example usinglocalto designate a session whose changes should not be replicated.Since foreign keys are implemented as triggers, setting this parameter toreplicaalso disables all foreign key checks, which can leave data in an inconsistent state if improperly used.",PostgreSQL,0
statement_timeout,integer,"Abort any statement that takes more than the specified amount of time. Iflog_min_error_statementis set toERRORor lower, the statement that timed out will also be logged. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.The timeout is measured from the time a command arrives at the server until it is completed by the server. If multiple SQL statements appear in a single simple-query message, the timeout is applied to each statement separately. (PostgreSQLversions before 13 usually treated the timeout as applying to the whole query string.) In extended query protocol, the timeout starts running when any query-related message (Parse, Bind, Execute, Describe) arrives, and it is canceled by completion of an Execute or Sync message.Settingstatement_timeoutinpostgresql.confis not recommended because it would affect all sessions.",PostgreSQL,0
transaction_timeout,integer,"Terminate any session that spans longer than the specified amount of time in a transaction. The limit applies both to explicit transactions (started withBEGIN) and to an implicitly started transaction corresponding to a single statement. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.Iftransaction_timeoutis shorter or equal toidle_in_transaction_session_timeoutorstatement_timeoutthen the longer timeout is ignored.Settingtransaction_timeoutinpostgresql.confis not recommended because it would affect all sessions.NotePrepared transactions are not subject to this timeout.",PostgreSQL,0
lock_timeout,integer,"Abort any statement that waits longer than the specified amount of time while attempting to acquire a lock on a table, index, row, or other database object. The time limit applies separately to each lock acquisition attempt. The limit applies both to explicit locking requests (such asLOCK TABLE, orSELECT FOR UPDATEwithoutNOWAIT) and to implicitly-acquired locks. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.Unlikestatement_timeout, this timeout can only occur while waiting for locks. Note that ifstatement_timeoutis nonzero, it is rather pointless to setlock_timeoutto the same or larger value, since the statement timeout would always trigger first. Iflog_min_error_statementis set toERRORor lower, the statement that timed out will be logged.Settinglock_timeoutinpostgresql.confis not recommended because it would affect all sessions.",PostgreSQL,0
idle_in_transaction_session_timeout,integer,"Terminate any session that has been idle (that is, waiting for a client query) within an open transaction for longer than the specified amount of time. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.This option can be used to ensure that idle sessions do not hold locks for an unreasonable amount of time. Even when no significant locks are held, an open transaction prevents vacuuming away recently-dead tuples that may be visible only to this transaction; so remaining idle for a long time can contribute to table bloat. SeeSection 24.1for more details.",PostgreSQL,0
idle_session_timeout,integer,"Terminate any session that has been idle (that is, waiting for a client query), but not within an open transaction, for longer than the specified amount of time. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.Unlike the case with an open transaction, an idle session without a transaction imposes no large costs on the server, so there is less need to enable this timeout thanidle_in_transaction_session_timeout.Be wary of enforcing this timeout on connections made through connection-pooling software or other middleware, as such a layer may not react well to unexpected connection closure. It may be helpful to enable this timeout only for interactive sessions, perhaps by applying it only to particular users.",PostgreSQL,0
vacuum_freeze_table_age,integer,"VACUUMperforms an aggressive scan if the table'spg_class.relfrozenxidfield has reached the age specified by this setting. An aggressive scan differs from a regularVACUUMin that it visits every page that might contain unfrozen XIDs or MXIDs, not just those that might contain dead tuples. The default is 150 million transactions. Although users can set this value anywhere from zero to two billion,VACUUMwill silently limit the effective value to 95% ofautovacuum_freeze_max_age, so that a periodic manualVACUUMhas a chance to run before an anti-wraparound autovacuum is launched for the table. For more information seeSection 24.1.5.",PostgreSQL,0
vacuum_freeze_min_age,integer,"Specifies the cutoff age (in transactions) thatVACUUMshould use to decide whether to trigger freezing of pages that have an older XID. The default is 50 million transactions. Although users can set this value anywhere from zero to one billion,VACUUMwill silently limit the effective value to half the value ofautovacuum_freeze_max_age, so that there is not an unreasonably short time between forced autovacuums. For more information seeSection 24.1.5.",PostgreSQL,0
vacuum_failsafe_age,integer,"Specifies the maximum age (in transactions) that a table'spg_class.relfrozenxidfield can attain beforeVACUUMtakes extraordinary measures to avoid system-wide transaction ID wraparound failure. This isVACUUM's strategy of last resort. The failsafe typically triggers when an autovacuum to prevent transaction ID wraparound has already been running for some time, though it's possible for the failsafe to trigger during anyVACUUM.When the failsafe is triggered, any cost-based delay that is in effect will no longer be applied, further non-essential maintenance tasks (such as index vacuuming) are bypassed, and anyBuffer Access Strategyin use will be disabled resulting inVACUUMbeing free to make use of all ofshared buffers.The default is 1.6 billion transactions. Although users can set this value anywhere from zero to 2.1 billion,VACUUMwill silently adjust the effective value to no less than 105% ofautovacuum_freeze_max_age.",PostgreSQL,0
vacuum_multixact_freeze_table_age,integer,"VACUUMperforms an aggressive scan if the table'spg_class.relminmxidfield has reached the age specified by this setting. An aggressive scan differs from a regularVACUUMin that it visits every page that might contain unfrozen XIDs or MXIDs, not just those that might contain dead tuples. The default is 150 million multixacts. Although users can set this value anywhere from zero to two billion,VACUUMwill silently limit the effective value to 95% ofautovacuum_multixact_freeze_max_age, so that a periodic manualVACUUMhas a chance to run before an anti-wraparound is launched for the table. For more information seeSection 24.1.5.1.",PostgreSQL,0
vacuum_multixact_freeze_min_age,integer,"Specifies the cutoff age (in multixacts) thatVACUUMshould use to decide whether to trigger freezing of pages with an older multixact ID. The default is 5 million multixacts. Although users can set this value anywhere from zero to one billion,VACUUMwill silently limit the effective value to half the value ofautovacuum_multixact_freeze_max_age, so that there is not an unreasonably short time between forced autovacuums. For more information seeSection 24.1.5.1.",PostgreSQL,0
vacuum_multixact_failsafe_age,integer,"Specifies the maximum age (in multixacts) that a table'spg_class.relminmxidfield can attain beforeVACUUMtakes extraordinary measures to avoid system-wide multixact ID wraparound failure. This isVACUUM's strategy of last resort. The failsafe typically triggers when an autovacuum to prevent transaction ID wraparound has already been running for some time, though it's possible for the failsafe to trigger during anyVACUUM.When the failsafe is triggered, any cost-based delay that is in effect will no longer be applied, and further non-essential maintenance tasks (such as index vacuuming) are bypassed.The default is 1.6 billion multixacts. Although users can set this value anywhere from zero to 2.1 billion,VACUUMwill silently adjust the effective value to no less than 105% ofautovacuum_multixact_freeze_max_age.",PostgreSQL,0
bytea_output,enum,"Sets the output format for values of typebytea. Valid values arehex(the default) andescape(the traditional PostgreSQL format). SeeSection 8.4for more information. Thebyteatype always accepts both formats on input, regardless of this setting.",PostgreSQL,0
xmlbinary,enum,"Sets how binary values are to be encoded in XML. This applies for example whenbyteavalues are converted to XML by the functionsxmlelementorxmlforest. Possible values arebase64andhex, which are both defined in the XML Schema standard. The default isbase64. For further information about XML-related functions, seeSection 9.15.The actual choice here is mostly a matter of taste, constrained only by possible restrictions in client applications. Both methods support all possible values, although the hex encoding will be somewhat larger than the base64 encoding.",PostgreSQL,0
xmloption,enum,"Sets whetherDOCUMENTorCONTENTis implicit when converting between XML and character string values. SeeSection 8.13for a description of this. Valid values areDOCUMENTandCONTENT. The default isCONTENT.According to the SQL standard, the command to set this option isSET XML OPTION { DOCUMENT | CONTENT };This syntax is also available in PostgreSQL.",PostgreSQL,0
gin_pending_list_limit,integer,"Sets the maximum size of a GIN index's pending list, which is used whenfastupdateis enabled. If the list grows larger than this maximum size, it is cleaned up by moving the entries in it to the index's main GIN data structure in bulk. If this value is specified without units, it is taken as kilobytes. The default is four megabytes (4MB). This setting can be overridden for individual GIN indexes by changing index storage parameters. SeeSection 64.4.4.1andSection 64.4.5for more information.",PostgreSQL,0
createrole_self_grant,string,"If a user who hasCREATEROLEbut notSUPERUSERcreates a role, and if this is set to a non-empty value, the newly-created role will be granted to the creating user with the options specified. The value must beset,inherit, or a comma-separated list of these. The default value is an empty string, which disables the feature.The purpose of this option is to allow aCREATEROLEuser who is not a superuser to automatically inherit, or automatically gain the ability toSET ROLEto, any created users. Since aCREATEROLEuser is always implicitly grantedADMIN OPTIONon created roles, that user could always execute aGRANTstatement that would achieve the same effect as this setting. However, it can be convenient for usability reasons if the grant happens automatically. A superuser automatically inherits the privileges of every role and can alwaysSET ROLEto any role, and this setting can be used to produce a similar behavior forCREATEROLEusers for users which they create.",PostgreSQL,0
event_triggers,boolean,"Allow temporarily disabling execution of event triggers in order to troubleshoot and repair faulty event triggers. All event triggers will be disabled by setting it tofalse. Setting the value totrueallows all event triggers to fire, this is the default value. Only superusers and users with the appropriateSETprivilege can change this setting.",PostgreSQL,0
restrict_nonsystem_relation_kind,string,"Set relation kinds for which access to non-system relations is prohibited. The value takes the form of a comma-separated list of relation kinds. Currently, the supported relation kinds areviewandforeign-table.",PostgreSQL,0
DateStyle,string,"Sets the display format for date and time values, as well as the rules for interpreting ambiguous date input values. For historical reasons, this variable contains two independent components: the output format specification (ISO,Postgres,SQL, orGerman) and the input/output specification for year/month/day ordering (DMY,MDY, orYMD). These can be set separately or together. The keywordsEuroandEuropeanare synonyms forDMY; the keywordsUS,NonEuro, andNonEuropeanare synonyms forMDY. SeeSection 8.5for more information. The built-in default isISO, MDY, butinitdbwill initialize the configuration file with a setting that corresponds to the behavior of the chosenlc_timelocale.",PostgreSQL,0
IntervalStyle,enum,Sets the display format for interval values. The valuesql_standardwill produce output matchingSQLstandard interval literals. The valuepostgres(which is the default) will produce output matchingPostgreSQLreleases prior to 8.4 when theDateStyleparameter was set toISO. The valuepostgres_verbosewill produce output matchingPostgreSQLreleases prior to 8.4 when theDateStyleparameter was set to non-ISOoutput. The valueiso_8601will produce output matching the time interval“format with designators”defined in section 4.4.3.2 of ISO 8601.TheIntervalStyleparameter also affects the interpretation of ambiguous interval input. SeeSection 8.5.4for more information.,PostgreSQL,0
TimeZone,string,"Sets the time zone for displaying and interpreting time stamps. The built-in default isGMT, but that is typically overridden inpostgresql.conf;initdbwill install a setting there corresponding to its system environment. SeeSection 8.5.3for more information.",PostgreSQL,0
timezone_abbreviations,string,"Sets the collection of time zone abbreviations that will be accepted by the server for datetime input. The default is'Default', which is a collection that works in most of the world; there are also'Australia'and'India', and other collections can be defined for a particular installation. SeeSection B.4for more information.",PostgreSQL,0
extra_float_digits,integer,"This parameter adjusts the number of digits used for textual output of floating-point values, includingfloat4,float8, and geometric data types.If the value is 1 (the default) or above, float values are output in shortest-precise format; seeSection 8.1.3. The actual number of digits generated depends only on the value being output, not on the value of this parameter. At most 17 digits are required forfloat8values, and 9 forfloat4values. This format is both fast and precise, preserving the original binary float value exactly when correctly read. For historical compatibility, values up to 3 are permitted.If the value is zero or negative, then the output is rounded to a given decimal precision. The precision used is the standard number of digits for the type (FLT_DIGorDBL_DIGas appropriate) reduced according to the value of this parameter. (For example, specifying -1 will causefloat4values to be output rounded to 5 significant digits, andfloat8values rounded to 14 digits.) This format is slower and does not preserve all the bits of the binary float value, but may be more human-readable.NoteThe meaning of this parameter, and its default value, changed inPostgreSQL12; seeSection 8.1.3for further discussion.",PostgreSQL,0
client_encoding,string,Sets the client-side encoding (character set). The default is to use the database encoding. The character sets supported by thePostgreSQLserver are described inSection 23.3.1.,PostgreSQL,0
lc_messages,string,"Sets the language in which messages are displayed. Acceptable values are system-dependent; seeSection 23.1for more information. If this variable is set to the empty string (which is the default) then the value is inherited from the execution environment of the server in a system-dependent way.On some systems, this locale category does not exist. Setting this variable will still work, but there will be no effect. Also, there is a chance that no translated messages for the desired language exist. In that case you will continue to see the English messages.Only superusers and users with the appropriateSETprivilege can change this setting.",PostgreSQL,0
lc_monetary,string,"Sets the locale to use for formatting monetary amounts, for example with theto_charfamily of functions. Acceptable values are system-dependent; seeSection 23.1for more information. If this variable is set to the empty string (which is the default) then the value is inherited from the execution environment of the server in a system-dependent way.",PostgreSQL,0
lc_numeric,string,"Sets the locale to use for formatting numbers, for example with theto_charfamily of functions. Acceptable values are system-dependent; seeSection 23.1for more information. If this variable is set to the empty string (which is the default) then the value is inherited from the execution environment of the server in a system-dependent way.",PostgreSQL,0
lc_time,string,"Sets the locale to use for formatting dates and times, for example with theto_charfamily of functions. Acceptable values are system-dependent; seeSection 23.1for more information. If this variable is set to the empty string (which is the default) then the value is inherited from the execution environment of the server in a system-dependent way.",PostgreSQL,0
icu_validation_level,enum,"When ICU locale validation problems are encountered, controls whichmessage levelis used to report the problem. Valid values areDISABLED,DEBUG5,DEBUG4,DEBUG3,DEBUG2,DEBUG1,INFO,NOTICE,WARNING,ERROR, andLOG.If set toDISABLED, does not report validation problems at all. Otherwise reports problems at the given message level. The default isWARNING.",PostgreSQL,0
default_text_search_config,string,"Selects the text search configuration that is used by those variants of the text search functions that do not have an explicit argument specifying the configuration. SeeChapter 12for further information. The built-in default ispg_catalog.simple, butinitdbwill initialize the configuration file with a setting that corresponds to the chosenlc_ctypelocale, if a configuration matching that locale can be identified.",PostgreSQL,0
local_preload_libraries,string,"This variable specifies one or more shared libraries that are to be preloaded at connection start. It contains a comma-separated list of library names, where each name is interpreted as for theLOADcommand. Whitespace between entries is ignored; surround a library name with double quotes if you need to include whitespace or commas in the name. The parameter value only takes effect at the start of the connection. Subsequent changes have no effect. If a specified library is not found, the connection attempt will fail.This option can be set by any user. Because of that, the libraries that can be loaded are restricted to those appearing in thepluginssubdirectory of the installation's standard library directory. (It is the database administrator's responsibility to ensure that only“safe”libraries are installed there.) Entries inlocal_preload_librariescan specify this directory explicitly, for example$libdir/plugins/mylib, or just specify the library name —mylibwould have the same effect as$libdir/plugins/mylib.The intent of this feature is to allow unprivileged users to load debugging or performance-measurement libraries into specific sessions without requiring an explicitLOADcommand. To that end, it would be typical to set this parameter using thePGOPTIONSenvironment variable on the client or by usingALTER ROLE SET.However, unless a module is specifically designed to be used in this way by non-superusers, this is usually not the right setting to use. Look atsession_preload_librariesinstead.",PostgreSQL,0
session_preload_libraries,string,"This variable specifies one or more shared libraries that are to be preloaded at connection start. It contains a comma-separated list of library names, where each name is interpreted as for theLOADcommand. Whitespace between entries is ignored; surround a library name with double quotes if you need to include whitespace or commas in the name. The parameter value only takes effect at the start of the connection. Subsequent changes have no effect. If a specified library is not found, the connection attempt will fail. Only superusers and users with the appropriateSETprivilege can change this setting.The intent of this feature is to allow debugging or performance-measurement libraries to be loaded into specific sessions without an explicitLOADcommand being given. For example,auto_explaincould be enabled for all sessions under a given user name by setting this parameter withALTER ROLE SET. Also, this parameter can be changed without restarting the server (but changes only take effect when a new session is started), so it is easier to add new modules this way, even if they should apply to all sessions.Unlikeshared_preload_libraries, there is no large performance advantage to loading a library at session start rather than when it is first used. There is some advantage, however, when connection pooling is used.",PostgreSQL,0
shared_preload_libraries,string,"This variable specifies one or more shared libraries to be preloaded at server start. It contains a comma-separated list of library names, where each name is interpreted as for theLOADcommand. Whitespace between entries is ignored; surround a library name with double quotes if you need to include whitespace or commas in the name. This parameter can only be set at server start. If a specified library is not found, the server will fail to start.Some libraries need to perform certain operations that can only take place at postmaster start, such as allocating shared memory, reserving light-weight locks, or starting background workers. Those libraries must be loaded at server start through this parameter. See the documentation of each library for details.Other libraries can also be preloaded. By preloading a shared library, the library startup time is avoided when the library is first used. However, the time to start each new server process might increase slightly, even if that process never uses the library. So this parameter is recommended only for libraries that will be used in most sessions. Also, changing this parameter requires a server restart, so this is not the right setting to use for short-term debugging tasks, say. Usesession_preload_librariesfor that instead.NoteOn Windows hosts, preloading a library at server start will not reduce the time required to start each new server process; each server process will re-load all preload libraries. However,shared_preload_librariesis still useful on Windows hosts for libraries that need to perform operations at postmaster start time.",PostgreSQL,0
jit_provider,string,"This variable is the name of the JIT provider library to be used (seeSection 30.4.2). The default isllvmjit. This parameter can only be set at server start.If set to a non-existent library,JITwill not be available, but no error will be raised. This allows JIT support to be installed separately from the mainPostgreSQLpackage.",PostgreSQL,0
dynamic_library_path,string,"If a dynamically loadable module needs to be opened and the file name specified in theCREATE FUNCTIONorLOADcommand does not have a directory component (i.e., the name does not contain a slash), the system will search this path for the required file.The value fordynamic_library_pathmust be a list of absolute directory paths separated by colons (or semi-colons on Windows). If a list element starts with the special string$libdir, the compiled-inPostgreSQLpackage library directory is substituted for$libdir; this is where the modules provided by the standardPostgreSQLdistribution are installed. (Usepg_config --pkglibdirto find out the name of this directory.) For example:dynamic_library_path = '/usr/local/lib/postgresql:/home/my_project/lib:$libdir'or, in a Windows environment:dynamic_library_path = 'C:\tools\postgresql;H:\my_project\lib;$libdir'The default value for this parameter is'$libdir'. If the value is set to an empty string, the automatic path search is turned off.This parameter can be changed at run time by superusers and users with the appropriateSETprivilege, but a setting done that way will only persist until the end of the client connection, so this method should be reserved for development purposes. The recommended way to set this parameter is in thepostgresql.confconfiguration file.",PostgreSQL,0
gin_fuzzy_search_limit,integer,Soft upper limit of the size of the set returned by GIN index scans. For more information seeSection 64.4.5.,PostgreSQL,0
