knob_name,type,description
replication_optimize_for_static_plugin_config,Boolean,"The ""replication_optimize_for_static_plugin_config"" MySQL configuration parameter is used to optimize replication performance when static plugins are being used. This parameter adjusts the behavior of the server to increase performance specifically in setups where static plugins are extensively utilized. It is available starting from MySQL 5.7.9."
replication_sender_observe_commit_only,Boolean,"The `replication_sender_observe_commit_only` parameter in MySQL controls whether a replication server waits until transactions are committed before sending them to the replica. When enabled, it ensures that only committed transactions are sent, enhancing data consistency in replication. This parameter is available in MySQL 8.0 and later versions."
require_row_format,Boolean,"The require_row_format MySQL configuration parameter specifies whether a table must be created with a specific row format. When set to ""1"", it enforces the requirement for the table to use the specified row format, either REDUNDANT or COMPACT. This parameter is available in MySQL 5.7.9 and later versions."
require_secure_transport,Boolean,"The ""require_secure_transport"" MySQL configuration parameter enforces the use of encrypted connections for client connections to the server. When enabled, it ensures that clients connect securely using TLS/SSL to protect data transmission between the client and the server. This parameter helps enhance the security of data exchanged between the MySQL server and connecting clients."
restrict_fk_on_non_standard_key,Boolean,The `restrict_fk_on_non_standard_key` parameter in MySQL is deprecated and no longer applicable in any specific version. It was used to restrict foreign key constraints from being created or dropped if the column types did not exactly match the referenced column types. It allowed for stricter enforcement of foreign key relationships based on column data types.
resultset_metadata,Enumeration,"The `resultset_metadata` MySQL configuration parameter controls whether the server should send result set metadata to clients. By default, metadata information such as column names and types is included in result sets. Disabling this parameter can reduce network traffic, especially when dealing with large result sets. This parameter is available in MySQL 5.7 and later versions."
rewriter_enabled,Boolean,The parameter `rewriter_enabled` is not a standard MySQL configuration setting recognized in official MySQL documentation. It appears to be a custom or third-party parameter that is not part of MySQL's core configuration options. It is recommended to refer to the official MySQL documentation for a comprehensive list of supported configuration parameters.
rewriter_enabled_for_threads_without_privilege_checks,Boolean,"The `rewriter_enabled_for_threads_without_privilege_checks` parameter in MySQL determines whether query rewrites can be performed for threads that do not have the necessary privilege checks. When enabled, the query rewriter plugin can modify statements executed by threads even if the privileges are insufficient. This parameter is not deprecated and applies to MySQL versions that support the query rewriter feature."
rewriter_verbose,Integer,"The `rewriter_verbose` configuration parameter in MySQL is not a standard configuration option in MySQL servers. Therefore, there is no specific role or purpose defined by the official MySQL documentation for this parameter. If you have any other MySQL configuration parameters that you would like information on, feel free to ask."
rpl_read_size,Integer,"The MySQL configuration parameter ""rpl_read_size"" specifies the size, in bytes, of a batch read request sent by a MySQL replication slave to the master server. This parameter controls the amount of data that the replication slave requests from the master in a single read operation during the replication process. It is available in MySQL 5.7 and later versions."
rpl_semi_sync_master_enabled,Boolean,"The `rpl_semi_sync_master_enabled` MySQL configuration parameter is used to enable or disable the semi-synchronous replication feature for the master server. When enabled, the master waits for acknowledgment from at least one replica before committing transactions. This helps ensure data consistency but can impact performance due to the additional network round-trips required."
rpl_semi_sync_master_timeout,Integer,The rpl_semi_sync_master_timeout parameter in MySQL specifies the timeout in milliseconds for the master server to wait for acknowledgment from the secondary server. It determines how long the master server should wait for a response before considering the transaction as failed. This feature is available in MySQL 5.5 and later versions.
rpl_semi_sync_master_trace_level,Integer,"The `rpl_semi_sync_master_trace_level` is a MySQL server parameter that controls the level of tracing for the semisynchronous replication plugin on the master side. When enabled, it provides detailed debug information for troubleshooting purposes related to semisynchronous replication. This parameter is available in MySQL versions 5.5 and later."
rpl_semi_sync_master_wait_for_slave_count,Integer,The `rpl_semi_sync_master_wait_for_slave_count` parameter in MySQL server determines the number of replicas that need to acknowledge receipt of a transaction before the master server considers the transaction as committed. Setting a higher value increases data integrity but may also increase latency. This parameter is available starting from MySQL version 5.5.9.
rpl_semi_sync_master_wait_no_slave,Boolean,"The `rpl_semi_sync_master_wait_no_slave` parameter in MySQL is used to specify the time, in milliseconds, that a master server should wait for a replica before falling back to asynchronous replication if no replica acknowledges reception of transaction events within the defined time frame. This parameter helps manage semi-synchronous replication behavior by allowing the master to revert to traditional asynchronous replication if no replicas are available to confirm transaction receipt in a timely manner. This parameter is available in MySQL 5.7 and later versions."
rpl_semi_sync_master_wait_point,Enumeration,The `rpl_semi_sync_master_wait_point` parameter in MySQL configures the point at which semi-sync replication waits for acknowledgement from the slave before continuing. It determines when the master blocks after sending the transaction to the slave and awaiting acknowledgment. This parameter helps control the synchronization behavior between master and slave in semi-synchronous replication configurations.
rpl_semi_sync_replica_enabled,Boolean,"The MySQL configuration parameter `rpl_semi_sync_replica_enabled` enables or disables the semi-synchronous replication feature for replica servers in MySQL. When enabled, the replica server must acknowledge receipt of the binary log event before a transaction commits on the source server. This parameter was introduced in MySQL version 5.5.9 and is available in later versions as well."
rpl_semi_sync_replica_trace_level,Integer,"The ""rpl_semi_sync_replica_trace_level"" MySQL configuration parameter specifies the logging level for semi-synchronous replication on the replica side. It controls the amount of information written to the error log related to the semi-synchronous replication process on the replica server. This parameter is available starting from MySQL version 5.7.5."
rpl_semi_sync_slave_enabled,Boolean,"The `rpl_semi_sync_slave_enabled` MySQL configuration parameter enables or disables semi-synchronous replication on the slave side. When enabled, the slave confirms receipt of transactions from the master before sending acknowledgment to the master. This helps improve data durability by ensuring that transactions are safely replicated to the slave before being committed on the master. This parameter is available starting from MySQL version 5.5.9."
rpl_semi_sync_slave_trace_level,Integer,The rpl_semi_sync_slave_trace_level MySQL configuration parameter determines the amount of debug information provided by the semi-sync replication plugin relay or I/O threads. It is used to set the tracing level for semi-synchronous replication on the slave side. This parameter is available in MySQL 5.7 and later versions.
rpl_semi_sync_source_enabled,Boolean,"The `rpl_semi_sync_source_enabled` MySQL configuration parameter indicates whether the semi-synchronous replication feature is enabled on the master server. When enabled, the master waits until at least one replica acknowledges receiving the data before committing the transaction. This helps ensure data consistency between the master and replicas in MySQL replication setups."
rpl_semi_sync_source_timeout,Integer,"The MySQL configuration parameter ""rpl_semi_sync_source_timeout"" specifies the timeout in milliseconds for the synchronization engine on the source side of a semisynchronous replication setup. When this timeout is reached without receiving an acknowledgment from the replica, the source server considers the replica as unreachable and reverts to asynchronous replication. This parameter is available in MySQL 5.5 and later versions."
rpl_semi_sync_source_trace_level,Integer,The `rpl_semi_sync_source_trace_level` configuration parameter in MySQL determines the verbosity level of debugging output related to semi-synchronous replication from the source server's perspective. It allows you to control the amount of information logged for troubleshooting purposes when using semi-synchronous replication in a MySQL server setup. This parameter is available in MySQL version 5.7 and later.
rpl_semi_sync_source_wait_for_replica_count,Integer,"```markdown
Parameter: rpl_semi_sync_source_wait_for_replica_count

- Description: Defines the number of replicas from which the source server waits for acknowledgement in semi-synchronous replication before commit.
- Usage: Increasing this value can improve data durability but may impact performance due to waiting for more replicas to acknowledge.
```"
rpl_semi_sync_source_wait_no_replica,Boolean,The MySQL configuration parameter `rpl_semi_sync_source_wait_no_replica` determines the number of transactions a source server waits before it begins to transmit data to a semisynchronous slave when no semisynchronous replicas are available. This parameter is applicable in MySQL 8.0 and above and is useful in optimizing replication performance in setups where semisynchronous replication is used. This parameter helps ensure reliable replication in scenarios with potential replication lag issues.
rpl_semi_sync_source_wait_point,Enumeration,The `rpl_semi_sync_source_wait_point` parameter in MySQL is used to specify the replication acknowledgement wait point for semisynchronous replication from the source side. This parameter determines the moment at which a transaction that has been acknowledged is marked as fully committed in the binary log before it is sent to the replica. The default value for this parameter is `AFTER_SYNC`. This parameter is available starting from MySQL version 5.5.9.
rpl_stop_replica_timeout,Integer,"The `rpl_stop_replica_timeout` parameter in MySQL specifies the timeout value, in seconds, for stopping a replica. When a timeout occurs during the replica stopping process, the STOP REPLICA command fails, and the replica continues running. This parameter is available in MySQL 8.0 and later versions."
rpl_stop_slave_timeout,Integer,"The `rpl_stop_slave_timeout` MySQL configuration parameter specifies the maximum amount of time, in seconds, that the slave thread waits for new events from the master before stopping. If no events are received within this time frame, the slave thread stops automatically. This parameter is particularly useful in scenarios where the replication lag needs to be controlled and managed efficiently."
schema_definition_cache,Integer,"The `schema_definition_cache` MySQL configuration parameter specifies the size of the cache used to store schema definitions for tables in memory. The purpose of this cache is to reduce the frequency of table definition lookups, improving performance by avoiding repeated queries to the data dictionary. This parameter is available starting from MySQL 5.6.6."
secondary_engine_cost_threshold,Numeric,"The `secondary_engine_cost_threshold` MySQL configuration parameter determines the cost threshold at which the optimizer will consider using a secondary storage engine for executing a query. It controls when MySQL will switch to an alternative engine, such as the MyISAM storage engine, based on cost estimations. This parameter can be adjusted to fine-tune performance based on specific workload characteristics."
select_into_buffer_size,Integer,The `select_into_buffer_size` MySQL configuration parameter specifies the size of the buffer used when performing a SELECT ... INTO OUTFILE or SELECT ... INTO DUMPFILE operation. It determines the maximum amount of data that can be transferred from the server to a file. This parameter is available in MySQL 5.7 and later versions.
select_into_disk_sync,Boolean,"The `select_into_disk_sync` MySQL configuration parameter controls how SELECT ... INTO OUTFILE or SELECT ... INTO DUMPFILE statements synchronize data to disk. When enabled, it ensures that data is fully written to disk before the connection is released. This parameter is available in MySQL 8.0 and later versions."
select_into_disk_sync_delay,Integer,"Parameter: select_into_disk_sync_delay

Description: The select_into_disk_sync_delay parameter in MySQL specifies the number of microseconds to delay between the time a result row is put into a temp table on disk and when the disk write is synchronized. This parameter allows control over the sync delay to optimize disk write performance for temporary tables during query execution. It is available in MySQL 5.7 and later versions."
server_id,Integer,The `server_id` MySQL configuration parameter is used to uniquely identify each server in a replication topology. It should have a different value on each server to avoid conflicts and ensure proper replication functioning. This parameter is essential for setting up and managing replication within a MySQL server environment.
session_track_gtids,Enumeration,"The `session_track_gtids` MySQL configuration parameter is used to control whether the Global Transaction Identifier (GTID) tracking is enabled or disabled on a per-session basis. When enabled, MySQL tracks GTID information for the current session, allowing for easy replication management and monitoring within that session. This feature is available in MySQL versions 5.6.9 and later."
session_track_schema,Boolean,"The `session_track_schema` MySQL configuration parameter allows tracking changes to the current schema used for a session. It stores the schema name in the session state, facilitating monitoring and auditing of schema changes at the session level. This parameter is available in MySQL version 8.0 and higher."
session_track_state_change,Boolean,"The `session_track_state_change` MySQL configuration parameter specifies whether to track state changes for user-defined variables across sessions. Setting this parameter to `ON` enables monitoring changes in user-defined variable values, facilitating tracking and debugging sessions. This parameter is available starting from MySQL version 8.0.3 and is not deprecated as of the latest MySQL version."
session_track_system_variables,String,The `session_track_system_variables` configuration parameter in MySQL is used to track changes made to system variables only within the scope of the current session. It allows monitoring and logging of modifications to system variables for debugging or auditing purposes without affecting the global server state. This feature is available in MySQL 5.7 and higher versions.
session_track_transaction_info,Enumeration,"The `session_track_transaction_info` parameter in MySQL controls whether the server tracks transaction characteristics for the current session. When enabled, it provides information about transactions and affects the behavior of other session-related status variables. This parameter is available starting from MySQL version 5.6.5."
set_operations_buffer_size,Integer,"The `set_operations_buffer_size` configuration parameter in MySQL defines the buffer size for set operations (UNION, INTERSECT, EXCEPT) performed by the optimizer. It controls the amount of memory allocated for storing intermediate results during these set operations. This parameter is available in MySQL 8.0 and later versions."
sha256_password_proxy_users,Boolean,The `sha256_password_proxy_users` configuration parameter in MySQL allows proxy users created with the SHA-256 authentication plugin to act as intermediaries for client connections. This parameter specifies a list of users who are permitted to act as proxy users using the SHA-256 authentication method. It helps control access and security for proxy users utilizing SHA-256 authentication in MySQL server versions supporting this feature.
show_create_table_skip_secondary_engine,Boolean,"The MySQL configuration parameter ""show_create_table_skip_secondary_engine"" is not a valid or recognized parameter according to the official MySQL documentation. It does not have any defined role or purpose in MySQL server configuration settings. It is important to refer to the official MySQL documentation for accurate information on valid configuration parameters."
show_create_table_verbosity,Boolean,"The `show_create_table_verbosity` parameter in MySQL controls the level of detail displayed in the output of the SHOW CREATE TABLE statement. It accepts values from 0 to 2, where 0 provides the least verbose output and 2 the most detailed information. This feature was introduced in MySQL 8.0.23."
show_gipk_in_create_table_and_information_schema,Boolean,"The `show_create_table` option, when enabled, includes the GENERATED columns' definition in the output of `CREATE TABLE` and `SHOW CREATE TABLE` statements. This can provide information about how the columns are generated, such as AUTO_INCREMENT, TIMESTAMP, or expressions. The option also affects the `INFORMATION_SCHEMA.COLUMNS` table, reflecting the generated columns' information when queried."
slave_allow_batching,Boolean,The `slave_allow_batching` parameter in MySQL controls whether slave threads are allowed to batch multiple events together before applying them. This can improve replication performance by reducing the number of transactions processed individually on the slave. This parameter is available in MySQL 5.6.6 and later versions.
slave_checkpoint_group,Integer,The `slave_checkpoint_group` MySQL configuration parameter is used to control how many binary log groups the replication SQL thread should checkpoint at a time. This parameter helps improve replication performance by reducing the frequency of disk I/O operations during checkpoints. The `slave_checkpoint_group` parameter is available starting from MySQL version 8.0.19.
slave_checkpoint_period,Integer,The `slave_checkpoint_period` MySQL configuration parameter specifies the interval in milliseconds at which the MySQL replication slave updates its position in the binary log. This parameter helps control the frequency of checkpointing which is a process for recording the current replication position. It is available in MySQL 5.7 and later versions.
slave_compressed_protocol,Boolean,"The `slave_compressed_protocol` MySQL configuration parameter enables a replication slave to use the MySQL client/server compressed protocol for communicating with the master server. This can help reduce network traffic and improve replication performance, especially when replicating across a slow network connection. The parameter is supported in MySQL versions 5.7 and later."
slave_exec_mode,Enumeration,"The `slave_exec_mode` parameter in MySQL is used to control how a MySQL replication slave executes binary log events. It determines whether the slave threads execute events in parallel, serially, or semi-serially. Supported values for this parameter include STRICT_PARALLEL, PARALLEL, and SERIAL. This option is available starting from MySQL 8.0.21."
slave_max_allowed_packet,Integer,The `slave_max_allowed_packet` parameter in MySQL configures the maximum size of packets that the slave SQL thread can receive from the master server. This setting is used to control the maximum size of replicated transactions when data is being asynchronously replicated from the master to the slave. It is non-deprecated and applicable to MySQL versions 5.6 and later.
slave_net_timeout,Integer,"The MySQL configuration parameter `slave_net_timeout` specifies the number of seconds to wait for more data from a master before the slave considers the connection timed out. If no data is received within this timeframe, the slave server disconnects from the master. This parameter is relevant for MySQL versions 5.7 and later."
slave_parallel_type,Enumeration,"The `slave_parallel_type` configuration parameter in MySQL specifies the method used for coordinating parallel execution of replication events on slave servers. Supported values include `DATABASE` and `LOGICAL_CLOCK`. The `DATABASE` mode parallelizes events based on the database affected, while `LOGICAL_CLOCK` mode orders events based on their commit timestamp. This parameter is available starting from MySQL 5.7.5."
slave_parallel_workers,Integer,"The `slave_parallel_workers` MySQL configuration parameter specifies the number of worker threads to be used for parallel execution of replication events on a replication slave. By setting this parameter to a value greater than 0, replication events can be executed concurrently, potentially improving replication performance by utilizing multiple CPU cores. This parameter is available starting from MySQL 5.7.5."
slave_pending_jobs_size_max,Integer,The `slave_pending_jobs_size_max` parameter in MySQL specifies the maximum number of transactions that can accumulate in the queue on a replication slave when the SQL thread is active. It helps manage the workload on the replication slave by limiting the number of pending transactions. This parameter is available in MySQL 8.0 and later versions.
slave_preserve_commit_order,Boolean,"The MySQL configuration parameter `slave_preserve_commit_order` specifies whether the slave SQL thread should preserve the order of transactions committed on the master. When enabled, this parameter helps maintain the commit order consistency between the master and the slave, which can be crucial for applications that rely on transaction order. This parameter is available in MySQL version 5.7.5 and later."
slave_sql_verify_checksum,Boolean,"Parameter Name: slave_sql_verify_checksum

Description:
The ""slave_sql_verify_checksum"" MySQL configuration parameter controls whether the SQL thread verifies the checksum of received GTIDs (Global Transaction Identifiers). When enabled, the SQL thread checks the checksum for GTIDs from the relay log events against the master's checksum. This helps ensure data integrity and prevent inconsistencies during replication processes in MySQL servers. This parameter is available in MySQL 5.6 and later versions."
slave_transaction_retries,Integer,"The `slave_transaction_retries` MySQL configuration parameter specifies the number of times a replication slave should retry a transaction in case of a failure. If set to a value greater than zero, the slave server will automatically retry failed transactions up to the specified limit. This parameter is available in MySQL 5.7 and later versions."
slave_type_conversions,Set,The `slave_type_conversions` MySQL configuration parameter is deprecated in MySQL 8.0 and removed in MySQL 8.0.1. It controlled whether replication slave server performs implicit conversions when applying replicated updates. This parameter allowed specifying the handling of data type conversions during replication on the slave.
slow_launch_time,Integer,"The MySQL configuration parameter `slow_launch_time` specifies the threshold, in seconds, to consider a server launch as slow. When the server startup exceeds this value, a warning is issued in the error log to alert about potential performance issues. This parameter is available in MySQL versions 5.7.23 and later."
slow_query_log,Boolean,"The `slow_query_log` MySQL configuration parameter controls whether slow query logging is enabled. When enabled, MySQL writes queries that take longer than the `long_query_time` threshold to execute to the slow query log file. This parameter allows users to track and analyze queries that could be potential performance bottlenecks."
slow_query_log_file,File name,The `slow_query_log_file` parameter in MySQL specifies the file path where slow query log entries are recorded. Slow query log records queries that take longer than the value set in `long_query_time` to execute. The slow query log helps in identifying and optimizing queries that may impact performance. This parameter is supported in MySQL 5.1 and later versions.
sort_buffer_size,Integer,"The `sort_buffer_size` MySQL configuration parameter specifies the size of the buffer used for sorting operations that cannot be performed in memory. Sorting large data sets may require additional temporary files, impacting performance. It is recommended to adjust this parameter based on the specific workload and available memory to optimize sorting operations."
source_verify_checksum,Boolean,"The `source_verify_checksum` MySQL configuration parameter enables or disables the verification of binary log events against the checksum specified in event headers. When set to `ON`, MySQL checks the checksum of events received from a replication source to ensure data integrity. This parameter is available in MySQL 5.6 and later versions."
sql_auto_is_null,Boolean,The MySQL configuration parameter `sql_auto_is_null` is deprecated as of MySQL 5.7.5. This parameter controlled the handling of the `AUTO_INCREMENT` column when set to `NULL`. It no longer has any effect in MySQL and should not be used in the configuration.
sql_big_selects,Boolean,"The `sql_big_selects` MySQL configuration parameter is used to enable or disable the check for queries that potentially could return large result sets. When enabled, queries that have the potential to return a large number of rows will be logged in the error log. This parameter is available in MySQL 5.6 and later versions."
sql_buffer_result,Boolean,"The `sql_buffer_result` MySQL configuration parameter is not recognized in MySQL 8.0 and later versions. It was used in MySQL 5.7 and earlier to control whether result sets should be buffered on the server or not. This feature has been removed as of MySQL 8.0, and the parameter is considered deprecated."
sql_generate_invisible_primary_key,Boolean,"The MySQL configuration parameter sql_generate_invisible_primary_key controls whether invisible primary keys are added automatically to the tables when they are detected as missing. This feature helps maintain data integrity by ensuring each row has a unique identifier, even if a primary key is not explicitly defined. This parameter is available in MySQL 8.0 and higher versions."
sql_log_bin,Boolean,"The `sql_log_bin` parameter in MySQL is used to control binary logging. When enabled, it allows SQL statements that modify data to be logged in a binary format for replication, point-in-time recovery, and data auditing purposes. This parameter is available in all recent versions of MySQL and is not deprecated."
sql_log_off,Boolean,"The MySQL configuration parameter `sql_log_off` was added in MySQL 8.0.23 but is deprecated as of MySQL 8.0.28. When set to `ON`, it disables logging SQL statements in the general query log. This can help improve performance by reducing the overhead of logging each executed query."
sql_mode,Set,"The `sql_mode` parameter in MySQL defines the SQL mode for the server. It determines which SQL syntax rules and non-standard behavior MySQL should support. The `sql_mode` setting affects the server's handling of both syntax errors and data validation during SQL query processing. Different sql_mode values can impact the behavior of queries, such as how strict the server should be in enforcing standards compliance or handling invalid data.
"
sql_notes,Boolean,"The MySQL configuration parameter ""sql_notes"" controls the logging of notes to the error log regarding statement execution. When enabled, it adds additional information for monitoring and debugging purposes. This parameter is not deprecated and is applicable to MySQL versions where it is listed in the official documentation."
sql_quote_show_create,Boolean,"The `sql_quote_show_create` parameter in MySQL controls whether the SHOW CREATE TABLE statement output includes backticks around table and column names. When set to 1 (ON), the generated output will quote names with backticks. If set to 0 (OFF), the backticks will be excluded. This parameter is available in MySQL 8.0 and later versions and is not deprecated."
sql_replica_skip_counter,Integer,The `sql_replica_skip_counter` parameter in MySQL controls the number of events the replica SQL thread skips before continuing replication. This parameter is typically used to skip over problematic statements or events during replication to allow the replica to catch up with the primary server. It is available in MySQL 5.7 and later versions.
sql_require_primary_key,Boolean,"The `sql_require_primary_key` parameter in MySQL determines whether tables must have a primary key defined for every table. When enabled, it enforces the presence of a primary key on all tables, ensuring data integrity and facilitating efficient querying. This parameter is not deprecated and is available in MySQL versions 5.7 and later."
sql_safe_updates,Boolean,"The MySQL configuration parameter ""sql_safe_updates"" dictates whether UPDATE and DELETE statements require a WHERE clause to prevent accidental modification or deletion of all rows in a table. When enabled, it helps prevent unintentional data loss by restricting these statements without a WHERE clause. This parameter is supported in MySQL versions 5.0.2 and later."
sql_select_limit,Integer,The MySQL configuration parameter sql_select_limit controls the maximum number of rows that can be returned by a SELECT statement. It can be used to limit the result set size to improve query performance and prevent excessive resource consumption. This parameter is available in MySQL version 5.6 and later.
sql_slave_skip_counter,Integer,"The `sql_slave_skip_counter` parameter in MySQL is used to ignore a specified number of events in the replication stream on a MySQL replication slave server. When this parameter is set, the specified number of events are skipped, allowing the replication process to continue from the next event. It provides a way to bypass errors or inconsistencies in the replication process. This parameter is available in MySQL 5.1 and later versions."
sql_warnings,Boolean,"The `sql_warnings` configuration parameter in MySQL controls the level of warning messages generated during the execution of SQL statements. When enabled, it causes warnings to be treated as errors, terminating the statement execution. By default, `sql_warnings` is disabled, allowing SQL statements to continue executing even when warnings are encountered. This parameter is available in MySQL 5.7 and later versions."
ssl_ca,File name,The `ssl_ca` parameter in MySQL specifies the path to the Certificate Authority (CA) file for establishing secure connections using SSL/TLS. This file contains the trusted CA certificates that the server will use to verify the authenticity of the presented server certificates during the SSL/TLS handshake. It ensures secure communication by verifying the server's certificate against the trusted CA certificates.
ssl_capath,Directory name,"The `ssl_capath` MySQL configuration parameter specifies the path to a directory that contains trusted SSL CA certificates. When establishing an SSL connection, MySQL Server uses the CA certificates in this directory to verify the authenticity of the certificate presented by the client or server. This parameter is available in MySQL 5.7 and later versions."
ssl_cert,File name,"The `ssl_cert` MySQL configuration parameter specifies the path to the server SSL certificate file. When SSL is enabled, this certificate is used to verify the server's identity during secure connections. It is essential for establishing secure encrypted communication between the MySQL server and clients over SSL/TLS protocols. The `ssl_cert` parameter is available in MySQL versions that support SSL encryption."
ssl_cipher,String,"The `ssl_cipher` parameter in MySQL is used to specify the cipher suites that the server accepts for encrypted connections established over SSL. By configuring this parameter, the server can control the security levels and encryption algorithms for SSL/TLS connections. It allows administrators to define a list of preferred cipher suites or restrict the accepted ciphers for enhanced security. This parameter is available in MySQL versions that support SSL/TLS encryption."
ssl_crl,File name,"The `ssl_crl` MySQL configuration parameter specifies the path to the Certificate Revocation List (CRL) file used in SSL connections. When enabled, MySQL checks this list to determine if a client certificate has been revoked before allowing the SSL connection. This parameter is available in MySQL 5.6.16 and later versions."
ssl_crlpath,Directory name,The MySQL configuration parameter `ssl_crlpath` specifies the file path to the directory containing Certificate Revocation Lists (CRLs) used for checking the revocation status of SSL certificates. This parameter is relevant when SSL connections are enabled in MySQL to enhance security by validating the authenticity of certificates against CRLs. `ssl_crlpath` is supported in MySQL 5.6.16 and later versions.
ssl_key,File name,The `ssl_key` MySQL configuration parameter specifies the file path to the private key used for SSL connections. This key is required for encrypting data exchanged between the server and clients for secure communication. It is essential for enabling SSL/TLS encryption in MySQL server connections.
ssl_session_cache_mode,Boolean,"**Parameter: ssl_session_cache_mode**

- **Role and Purpose:**
  - Determines the SSL session cache mode available for secure connections in MySQL Server.
  - This parameter offers control over how SSL session caching is handled, impacting the efficiency and security of SSL/TLS connections.
  - The values for this parameter are OFF, SERVER, and CLIENT, which dictate whether session caching is disabled, cached server-side, or cached client-side, respectively."
ssl_session_cache_timeout,Integer,"The `ssl_session_cache_timeout` MySQL configuration parameter specifies the maximum time in seconds that an SSL session cache entry remains in the cache. When an SSL connection is established, its session information is stored in the cache for potential reuse in subsequent connections, reducing the overhead of setting up new SSL sessions. Lowering this value can free up cache space more frequently, while increasing it can improve SSL session reuse efficiency. This parameter is available starting from MySQL 5.7.31 and 8.0.21 versions."
stored_program_cache,Integer,"The `stored_program_cache` MySQL configuration parameter defines the size in bytes of the cache allocated for stored programs such as stored procedures and functions. This cache stores the compiled version of these programs, reducing the overhead of repeatedly parsing them. By adjusting this parameter, users can optimize memory usage and performance related to stored programs in MySQL. The `stored_program_cache` parameter is available in MySQL 8.0 and later versions."
stored_program_definition_cache,Integer,"The `stored_program_definition_cache` parameter in MySQL specifies the size of the cache used for storing stored program definitions. This cache holds parsed representations of stored programs such as procedures and functions, improving performance by reducing the need for re-parsing. It is available starting from MySQL version 8.0."
super_read_only,Boolean,"The `super_read_only` parameter in MySQL is used to prevent users with the SUPER privilege from modifying data when set to 1. This setting is particularly useful for scenarios where write operations should be restricted, such as during failover situations. It does not apply to users who have the SUPER privilege, allowing them to continue modifying data if needed. This parameter is available starting from MySQL version 8.0.14."
sync_binlog,Integer,"The `sync_binlog` parameter in MySQL controls the synchronization behavior of binary log disk writes. When set to 1, it ensures that each write operation is synchronized to disk on every commit. This setting provides durability but might impact performance due to disk sync operations. This parameter is available in MySQL versions 5.5 and higher."
sync_master_info,Integer,"The `sync_master_info` parameter in MySQL controls whether the server writes synchronization information to the metadata file `master.info` for a replication master. When enabled, MySQL synchronizes the binary log coordinates between the master and its replicas. This parameter is applicable to MySQL versions 5.6 and later."
sync_relay_log,Integer,"The `sync_relay_log` parameter in MySQL controls whether the relay log contents are synchronized to disk for each event. When enabled, each event is synchronized immediately to disk, ensuring data durability in case of a server crash. This can impact performance, so it should be used with caution depending on the level of data protection required."
sync_relay_log_info,Integer,"The `sync_relay_log_info` MySQL configuration parameter specifies whether the relay log info file should be synchronized to disk after each write operation. Enabling this parameter ensures that relay log information is safely stored on disk, reducing the risk of data loss in case of a crash. It is available in MySQL 5.6.21 and later versions."
sync_source_info,Integer,The `sync_source_info` MySQL configuration parameter specifies whether to synchronize the source information stored in the INFORMATION_SCHEMA.TABLES table for a given table. Enabling this parameter ensures that changes made on the server - such as rename table operations - are accurately reflected in the metadata stored in INFORMATION_SCHEMA. This parameter is available in MySQL 8.0 and later versions.
syseventlog.facility,String,"The `syseventlog.facility` configuration parameter in MySQL determines the syslog facility to use for logging classification-related messages. The facility value is an integer representing the category/type of the message being logged, such as ""local0,"" ""local1,"" etc. This parameter is not deprecated and is available in MySQL versions where the syslog support is included."
syseventlog.include_pid,Boolean,"The `syseventlog.include_pid` MySQL configuration parameter determines whether the thread ID associated with each entry in the system event log includes the server process ID. Setting this parameter to a value of `1` includes the process ID in the log entries, while setting it to `0` excludes the process ID. This parameter is available in MySQL 8.0 and later versions."
syseventlog.tag,String,"The syseventlog.tag MySQL configuration parameter is used to specify a tag value that is prepended to all messages written to the System Event Log. This tag can help identify the source or category of the events logged, providing a way to organize and differentiate them. The syseventlog.tag parameter is available in MySQL 8.0 and later versions."
table_definition_cache,Integer,"The `table_definition_cache` parameter in MySQL specifies the number of table definition objects that can be stored in the cache. This cache stores parsed table definitions, reducing overhead when accessing table metadata. Allocating an appropriate size for this cache can improve performance by reducing the need to parse table structure repeatedly. This parameter is available in MySQL 5.6 and later versions."
table_encryption_privilege_check,Boolean,"The MySQL configuration parameter ""table_encryption_privilege_check"" is used to control whether nonprivileged user accounts can query or modify encrypted InnoDB tables. When enabled, this parameter enforces access restrictions on encrypted tables, requiring users to have the necessary privileges to access the data. This parameter was introduced in MySQL 8.0.14 and later versions."
table_open_cache,Integer,"The `table_open_cache` parameter in MySQL determines the number of table descriptors that the server caches for reuse. By increasing this parameter, MySQL can handle a higher number of concurrent connections and access a large number of tables efficiently. It helps optimize performance by reducing the overhead of opening and closing tables frequently."
tablespace_definition_cache,Integer,"The `tablespace_definition_cache` parameter in MySQL controls the number of tablespace definitions stored in the cache. This cache is used to improve performance by avoiding the need to look up tablespace definitions from the data dictionary repeatedly. By adjusting this parameter, users can optimize the memory allocation for caching tablespace definitions, impacting the efficiency of operations related to tablespaces in MySQL."
telemetry.otel_log_level,Enumeration,"The `telemetry.otel_log_level` MySQL configuration parameter specifies the log level for OpenTelemetry instrumentation. Possible values for this parameter include ""debug"", ""info"", ""warn"", and ""error"". This parameter is available in MySQL 8.0.24 and later versions."
telemetry.query_text_enabled,Boolean,"The `telemetry.query_text_enabled` configuration parameter in MySQL controls whether query text is included in Performance Schema telemetry events. When set to `ON`, it enables the collection of query text information for specific events, aiding in performance analysis and monitoring. This parameter is available in MySQL 8.0 and later versions and is not deprecated."
