knob_name,type,description
transaction_read_only,boolean,"This parameter reflects the current transaction's read-only status. At the beginning of each transaction, it is set to the current value ofdefault_transaction_read_only. Any subsequent attempt to change it is equivalent to aSET TRANSACTIONcommand."
transaction_deferrable,boolean,"This parameter reflects the current transaction's deferrability status. At the beginning of each transaction, it is set to the current value ofdefault_transaction_deferrable. Any subsequent attempt to change it is equivalent to aSET TRANSACTIONcommand."
session_replication_role,enum,"Controls firing of replication-related triggers and rules for the current session. Possible values areorigin(the default),replicaandlocal. Setting this parameter results in discarding any previously cached query plans. Only superusers and users with the appropriateSETprivilege can change this setting.The intended use of this setting is that logical replication systems set it toreplicawhen they are applying replicated changes. The effect of that will be that triggers and rules (that have not been altered from their default configuration) will not fire on the replica. See theALTER TABLEclausesENABLE TRIGGERandENABLE RULEfor more information.PostgreSQL treats the settingsoriginandlocalthe same internally. Third-party replication systems may use these two values for their internal purposes, for example usinglocalto designate a session whose changes should not be replicated.Since foreign keys are implemented as triggers, setting this parameter toreplicaalso disables all foreign key checks, which can leave data in an inconsistent state if improperly used."
statement_timeout,integer,"Abort any statement that takes more than the specified amount of time. Iflog_min_error_statementis set toERRORor lower, the statement that timed out will also be logged. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.The timeout is measured from the time a command arrives at the server until it is completed by the server. If multiple SQL statements appear in a single simple-query message, the timeout is applied to each statement separately. (PostgreSQLversions before 13 usually treated the timeout as applying to the whole query string.) In extended query protocol, the timeout starts running when any query-related message (Parse, Bind, Execute, Describe) arrives, and it is canceled by completion of an Execute or Sync message.Settingstatement_timeoutinpostgresql.confis not recommended because it would affect all sessions."
transaction_timeout,integer,"Terminate any session that spans longer than the specified amount of time in a transaction. The limit applies both to explicit transactions (started withBEGIN) and to an implicitly started transaction corresponding to a single statement. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.Iftransaction_timeoutis shorter or equal toidle_in_transaction_session_timeoutorstatement_timeoutthen the longer timeout is ignored.Settingtransaction_timeoutinpostgresql.confis not recommended because it would affect all sessions.NotePrepared transactions are not subject to this timeout."
lock_timeout,integer,"Abort any statement that waits longer than the specified amount of time while attempting to acquire a lock on a table, index, row, or other database object. The time limit applies separately to each lock acquisition attempt. The limit applies both to explicit locking requests (such asLOCK TABLE, orSELECT FOR UPDATEwithoutNOWAIT) and to implicitly-acquired locks. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.Unlikestatement_timeout, this timeout can only occur while waiting for locks. Note that ifstatement_timeoutis nonzero, it is rather pointless to setlock_timeoutto the same or larger value, since the statement timeout would always trigger first. Iflog_min_error_statementis set toERRORor lower, the statement that timed out will be logged.Settinglock_timeoutinpostgresql.confis not recommended because it would affect all sessions."
idle_in_transaction_session_timeout,integer,"Terminate any session that has been idle (that is, waiting for a client query) within an open transaction for longer than the specified amount of time. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.This option can be used to ensure that idle sessions do not hold locks for an unreasonable amount of time. Even when no significant locks are held, an open transaction prevents vacuuming away recently-dead tuples that may be visible only to this transaction; so remaining idle for a long time can contribute to table bloat. SeeSection 24.1for more details."
idle_session_timeout,integer,"Terminate any session that has been idle (that is, waiting for a client query), but not within an open transaction, for longer than the specified amount of time. If this value is specified without units, it is taken as milliseconds. A value of zero (the default) disables the timeout.Unlike the case with an open transaction, an idle session without a transaction imposes no large costs on the server, so there is less need to enable this timeout thanidle_in_transaction_session_timeout.Be wary of enforcing this timeout on connections made through connection-pooling software or other middleware, as such a layer may not react well to unexpected connection closure. It may be helpful to enable this timeout only for interactive sessions, perhaps by applying it only to particular users."
vacuum_freeze_table_age,integer,"VACUUMperforms an aggressive scan if the table'spg_class.relfrozenxidfield has reached the age specified by this setting. An aggressive scan differs from a regularVACUUMin that it visits every page that might contain unfrozen XIDs or MXIDs, not just those that might contain dead tuples. The default is 150 million transactions. Although users can set this value anywhere from zero to two billion,VACUUMwill silently limit the effective value to 95% ofautovacuum_freeze_max_age, so that a periodic manualVACUUMhas a chance to run before an anti-wraparound autovacuum is launched for the table. For more information seeSection 24.1.5."
vacuum_freeze_min_age,integer,"Specifies the cutoff age (in transactions) thatVACUUMshould use to decide whether to trigger freezing of pages that have an older XID. The default is 50 million transactions. Although users can set this value anywhere from zero to one billion,VACUUMwill silently limit the effective value to half the value ofautovacuum_freeze_max_age, so that there is not an unreasonably short time between forced autovacuums. For more information seeSection 24.1.5."
vacuum_failsafe_age,integer,"Specifies the maximum age (in transactions) that a table'spg_class.relfrozenxidfield can attain beforeVACUUMtakes extraordinary measures to avoid system-wide transaction ID wraparound failure. This isVACUUM's strategy of last resort. The failsafe typically triggers when an autovacuum to prevent transaction ID wraparound has already been running for some time, though it's possible for the failsafe to trigger during anyVACUUM.When the failsafe is triggered, any cost-based delay that is in effect will no longer be applied, further non-essential maintenance tasks (such as index vacuuming) are bypassed, and anyBuffer Access Strategyin use will be disabled resulting inVACUUMbeing free to make use of all ofshared buffers.The default is 1.6 billion transactions. Although users can set this value anywhere from zero to 2.1 billion,VACUUMwill silently adjust the effective value to no less than 105% ofautovacuum_freeze_max_age."
vacuum_multixact_freeze_table_age,integer,"VACUUMperforms an aggressive scan if the table'spg_class.relminmxidfield has reached the age specified by this setting. An aggressive scan differs from a regularVACUUMin that it visits every page that might contain unfrozen XIDs or MXIDs, not just those that might contain dead tuples. The default is 150 million multixacts. Although users can set this value anywhere from zero to two billion,VACUUMwill silently limit the effective value to 95% ofautovacuum_multixact_freeze_max_age, so that a periodic manualVACUUMhas a chance to run before an anti-wraparound is launched for the table. For more information seeSection 24.1.5.1."
vacuum_multixact_freeze_min_age,integer,"Specifies the cutoff age (in multixacts) thatVACUUMshould use to decide whether to trigger freezing of pages with an older multixact ID. The default is 5 million multixacts. Although users can set this value anywhere from zero to one billion,VACUUMwill silently limit the effective value to half the value ofautovacuum_multixact_freeze_max_age, so that there is not an unreasonably short time between forced autovacuums. For more information seeSection 24.1.5.1."
vacuum_multixact_failsafe_age,integer,"Specifies the maximum age (in multixacts) that a table'spg_class.relminmxidfield can attain beforeVACUUMtakes extraordinary measures to avoid system-wide multixact ID wraparound failure. This isVACUUM's strategy of last resort. The failsafe typically triggers when an autovacuum to prevent transaction ID wraparound has already been running for some time, though it's possible for the failsafe to trigger during anyVACUUM.When the failsafe is triggered, any cost-based delay that is in effect will no longer be applied, and further non-essential maintenance tasks (such as index vacuuming) are bypassed.The default is 1.6 billion multixacts. Although users can set this value anywhere from zero to 2.1 billion,VACUUMwill silently adjust the effective value to no less than 105% ofautovacuum_multixact_freeze_max_age."
bytea_output,enum,"Sets the output format for values of typebytea. Valid values arehex(the default) andescape(the traditional PostgreSQL format). SeeSection 8.4for more information. Thebyteatype always accepts both formats on input, regardless of this setting."
xmlbinary,enum,"Sets how binary values are to be encoded in XML. This applies for example whenbyteavalues are converted to XML by the functionsxmlelementorxmlforest. Possible values arebase64andhex, which are both defined in the XML Schema standard. The default isbase64. For further information about XML-related functions, seeSection 9.15.The actual choice here is mostly a matter of taste, constrained only by possible restrictions in client applications. Both methods support all possible values, although the hex encoding will be somewhat larger than the base64 encoding."
xmloption,enum,"Sets whetherDOCUMENTorCONTENTis implicit when converting between XML and character string values. SeeSection 8.13for a description of this. Valid values areDOCUMENTandCONTENT. The default isCONTENT.According to the SQL standard, the command to set this option isSET XML OPTION { DOCUMENT | CONTENT };This syntax is also available in PostgreSQL."
gin_pending_list_limit,integer,"Sets the maximum size of a GIN index's pending list, which is used whenfastupdateis enabled. If the list grows larger than this maximum size, it is cleaned up by moving the entries in it to the index's main GIN data structure in bulk. If this value is specified without units, it is taken as kilobytes. The default is four megabytes (4MB). This setting can be overridden for individual GIN indexes by changing index storage parameters. SeeSection 64.4.4.1andSection 64.4.5for more information."
createrole_self_grant,string,"If a user who hasCREATEROLEbut notSUPERUSERcreates a role, and if this is set to a non-empty value, the newly-created role will be granted to the creating user with the options specified. The value must beset,inherit, or a comma-separated list of these. The default value is an empty string, which disables the feature.The purpose of this option is to allow aCREATEROLEuser who is not a superuser to automatically inherit, or automatically gain the ability toSET ROLEto, any created users. Since aCREATEROLEuser is always implicitly grantedADMIN OPTIONon created roles, that user could always execute aGRANTstatement that would achieve the same effect as this setting. However, it can be convenient for usability reasons if the grant happens automatically. A superuser automatically inherits the privileges of every role and can alwaysSET ROLEto any role, and this setting can be used to produce a similar behavior forCREATEROLEusers for users which they create."
event_triggers,boolean,"Allow temporarily disabling execution of event triggers in order to troubleshoot and repair faulty event triggers. All event triggers will be disabled by setting it tofalse. Setting the value totrueallows all event triggers to fire, this is the default value. Only superusers and users with the appropriateSETprivilege can change this setting."
restrict_nonsystem_relation_kind,string,"Set relation kinds for which access to non-system relations is prohibited. The value takes the form of a comma-separated list of relation kinds. Currently, the supported relation kinds areviewandforeign-table."
DateStyle,string,"Sets the display format for date and time values, as well as the rules for interpreting ambiguous date input values. For historical reasons, this variable contains two independent components: the output format specification (ISO,Postgres,SQL, orGerman) and the input/output specification for year/month/day ordering (DMY,MDY, orYMD). These can be set separately or together. The keywordsEuroandEuropeanare synonyms forDMY; the keywordsUS,NonEuro, andNonEuropeanare synonyms forMDY. SeeSection 8.5for more information. The built-in default isISO, MDY, butinitdbwill initialize the configuration file with a setting that corresponds to the behavior of the chosenlc_timelocale."
IntervalStyle,enum,Sets the display format for interval values. The valuesql_standardwill produce output matchingSQLstandard interval literals. The valuepostgres(which is the default) will produce output matchingPostgreSQLreleases prior to 8.4 when theDateStyleparameter was set toISO. The valuepostgres_verbosewill produce output matchingPostgreSQLreleases prior to 8.4 when theDateStyleparameter was set to non-ISOoutput. The valueiso_8601will produce output matching the time interval“format with designators”defined in section 4.4.3.2 of ISO 8601.TheIntervalStyleparameter also affects the interpretation of ambiguous interval input. SeeSection 8.5.4for more information.
TimeZone,string,"Sets the time zone for displaying and interpreting time stamps. The built-in default isGMT, but that is typically overridden inpostgresql.conf;initdbwill install a setting there corresponding to its system environment. SeeSection 8.5.3for more information."
timezone_abbreviations,string,"Sets the collection of time zone abbreviations that will be accepted by the server for datetime input. The default is'Default', which is a collection that works in most of the world; there are also'Australia'and'India', and other collections can be defined for a particular installation. SeeSection B.4for more information."
extra_float_digits,integer,"This parameter adjusts the number of digits used for textual output of floating-point values, includingfloat4,float8, and geometric data types.If the value is 1 (the default) or above, float values are output in shortest-precise format; seeSection 8.1.3. The actual number of digits generated depends only on the value being output, not on the value of this parameter. At most 17 digits are required forfloat8values, and 9 forfloat4values. This format is both fast and precise, preserving the original binary float value exactly when correctly read. For historical compatibility, values up to 3 are permitted.If the value is zero or negative, then the output is rounded to a given decimal precision. The precision used is the standard number of digits for the type (FLT_DIGorDBL_DIGas appropriate) reduced according to the value of this parameter. (For example, specifying -1 will causefloat4values to be output rounded to 5 significant digits, andfloat8values rounded to 14 digits.) This format is slower and does not preserve all the bits of the binary float value, but may be more human-readable.NoteThe meaning of this parameter, and its default value, changed inPostgreSQL12; seeSection 8.1.3for further discussion."
client_encoding,string,Sets the client-side encoding (character set). The default is to use the database encoding. The character sets supported by thePostgreSQLserver are described inSection 23.3.1.
lc_messages,string,"Sets the language in which messages are displayed. Acceptable values are system-dependent; seeSection 23.1for more information. If this variable is set to the empty string (which is the default) then the value is inherited from the execution environment of the server in a system-dependent way.On some systems, this locale category does not exist. Setting this variable will still work, but there will be no effect. Also, there is a chance that no translated messages for the desired language exist. In that case you will continue to see the English messages.Only superusers and users with the appropriateSETprivilege can change this setting."
lc_monetary,string,"Sets the locale to use for formatting monetary amounts, for example with theto_charfamily of functions. Acceptable values are system-dependent; seeSection 23.1for more information. If this variable is set to the empty string (which is the default) then the value is inherited from the execution environment of the server in a system-dependent way."
lc_numeric,string,"Sets the locale to use for formatting numbers, for example with theto_charfamily of functions. Acceptable values are system-dependent; seeSection 23.1for more information. If this variable is set to the empty string (which is the default) then the value is inherited from the execution environment of the server in a system-dependent way."
lc_time,string,"Sets the locale to use for formatting dates and times, for example with theto_charfamily of functions. Acceptable values are system-dependent; seeSection 23.1for more information. If this variable is set to the empty string (which is the default) then the value is inherited from the execution environment of the server in a system-dependent way."
icu_validation_level,enum,"When ICU locale validation problems are encountered, controls whichmessage levelis used to report the problem. Valid values areDISABLED,DEBUG5,DEBUG4,DEBUG3,DEBUG2,DEBUG1,INFO,NOTICE,WARNING,ERROR, andLOG.If set toDISABLED, does not report validation problems at all. Otherwise reports problems at the given message level. The default isWARNING."
default_text_search_config,string,"Selects the text search configuration that is used by those variants of the text search functions that do not have an explicit argument specifying the configuration. SeeChapter 12for further information. The built-in default ispg_catalog.simple, butinitdbwill initialize the configuration file with a setting that corresponds to the chosenlc_ctypelocale, if a configuration matching that locale can be identified."
local_preload_libraries,string,"This variable specifies one or more shared libraries that are to be preloaded at connection start. It contains a comma-separated list of library names, where each name is interpreted as for theLOADcommand. Whitespace between entries is ignored; surround a library name with double quotes if you need to include whitespace or commas in the name. The parameter value only takes effect at the start of the connection. Subsequent changes have no effect. If a specified library is not found, the connection attempt will fail.This option can be set by any user. Because of that, the libraries that can be loaded are restricted to those appearing in thepluginssubdirectory of the installation's standard library directory. (It is the database administrator's responsibility to ensure that only“safe”libraries are installed there.) Entries inlocal_preload_librariescan specify this directory explicitly, for example$libdir/plugins/mylib, or just specify the library name —mylibwould have the same effect as$libdir/plugins/mylib.The intent of this feature is to allow unprivileged users to load debugging or performance-measurement libraries into specific sessions without requiring an explicitLOADcommand. To that end, it would be typical to set this parameter using thePGOPTIONSenvironment variable on the client or by usingALTER ROLE SET.However, unless a module is specifically designed to be used in this way by non-superusers, this is usually not the right setting to use. Look atsession_preload_librariesinstead."
session_preload_libraries,string,"This variable specifies one or more shared libraries that are to be preloaded at connection start. It contains a comma-separated list of library names, where each name is interpreted as for theLOADcommand. Whitespace between entries is ignored; surround a library name with double quotes if you need to include whitespace or commas in the name. The parameter value only takes effect at the start of the connection. Subsequent changes have no effect. If a specified library is not found, the connection attempt will fail. Only superusers and users with the appropriateSETprivilege can change this setting.The intent of this feature is to allow debugging or performance-measurement libraries to be loaded into specific sessions without an explicitLOADcommand being given. For example,auto_explaincould be enabled for all sessions under a given user name by setting this parameter withALTER ROLE SET. Also, this parameter can be changed without restarting the server (but changes only take effect when a new session is started), so it is easier to add new modules this way, even if they should apply to all sessions.Unlikeshared_preload_libraries, there is no large performance advantage to loading a library at session start rather than when it is first used. There is some advantage, however, when connection pooling is used."
shared_preload_libraries,string,"This variable specifies one or more shared libraries to be preloaded at server start. It contains a comma-separated list of library names, where each name is interpreted as for theLOADcommand. Whitespace between entries is ignored; surround a library name with double quotes if you need to include whitespace or commas in the name. This parameter can only be set at server start. If a specified library is not found, the server will fail to start.Some libraries need to perform certain operations that can only take place at postmaster start, such as allocating shared memory, reserving light-weight locks, or starting background workers. Those libraries must be loaded at server start through this parameter. See the documentation of each library for details.Other libraries can also be preloaded. By preloading a shared library, the library startup time is avoided when the library is first used. However, the time to start each new server process might increase slightly, even if that process never uses the library. So this parameter is recommended only for libraries that will be used in most sessions. Also, changing this parameter requires a server restart, so this is not the right setting to use for short-term debugging tasks, say. Usesession_preload_librariesfor that instead.NoteOn Windows hosts, preloading a library at server start will not reduce the time required to start each new server process; each server process will re-load all preload libraries. However,shared_preload_librariesis still useful on Windows hosts for libraries that need to perform operations at postmaster start time."
jit_provider,string,"This variable is the name of the JIT provider library to be used (seeSection 30.4.2). The default isllvmjit. This parameter can only be set at server start.If set to a non-existent library,JITwill not be available, but no error will be raised. This allows JIT support to be installed separately from the mainPostgreSQLpackage."
dynamic_library_path,string,"If a dynamically loadable module needs to be opened and the file name specified in theCREATE FUNCTIONorLOADcommand does not have a directory component (i.e., the name does not contain a slash), the system will search this path for the required file.The value fordynamic_library_pathmust be a list of absolute directory paths separated by colons (or semi-colons on Windows). If a list element starts with the special string$libdir, the compiled-inPostgreSQLpackage library directory is substituted for$libdir; this is where the modules provided by the standardPostgreSQLdistribution are installed. (Usepg_config --pkglibdirto find out the name of this directory.) For example:dynamic_library_path = '/usr/local/lib/postgresql:/home/my_project/lib:$libdir'or, in a Windows environment:dynamic_library_path = 'C:\tools\postgresql;H:\my_project\lib;$libdir'The default value for this parameter is'$libdir'. If the value is set to an empty string, the automatic path search is turned off.This parameter can be changed at run time by superusers and users with the appropriateSETprivilege, but a setting done that way will only persist until the end of the client connection, so this method should be reserved for development purposes. The recommended way to set this parameter is in thepostgresql.confconfiguration file."
gin_fuzzy_search_limit,integer,Soft upper limit of the size of the set returned by GIN index scans. For more information seeSection 64.4.5.
deadlock_timeout,integer,"This is the amount of time to wait on a lock before checking to see if there is a deadlock condition. The check for deadlock is relatively expensive, so the server doesn't run it every time it waits for a lock. We optimistically assume that deadlocks are not common in production applications and just wait on the lock for a while before checking for a deadlock. Increasing this value reduces the amount of time wasted in needless deadlock checks, but slows down reporting of real deadlock errors. If this value is specified without units, it is taken as milliseconds. The default is one second (1s), which is probably about the smallest value you would want in practice. On a heavily loaded server you might want to raise it. Ideally the setting should exceed your typical transaction time, so as to improve the odds that a lock will be released before the waiter decides to check for deadlock. Only superusers and users with the appropriateSETprivilege can change this setting.Whenlog_lock_waitsis set, this parameter also determines the amount of time to wait before a log message is issued about the lock wait. If you are trying to investigate locking delays you might want to set a shorter than normaldeadlock_timeout."
max_locks_per_transaction,integer,"The shared lock table has space formax_locks_per_transactionobjects (e.g., tables) per server process or prepared transaction; hence, no more than this many distinct objects can be locked at any one time. This parameter limits the average number of object locks used by each transaction; individual transactions can lock more objects as long as the locks of all transactions fit in the lock table. This isnotthe number of rows that can be locked; that value is unlimited. The default, 64, has historically proven sufficient, but you might need to raise this value if you have queries that touch many different tables in a single transaction, e.g., query of a parent table with many children. This parameter can only be set at server start.When running a standby server, you must set this parameter to have the same or higher value as on the primary server. Otherwise, queries will not be allowed in the standby server."
max_pred_locks_per_transaction,integer,"The shared predicate lock table has space formax_pred_locks_per_transactionobjects (e.g., tables) per server process or prepared transaction; hence, no more than this many distinct objects can be locked at any one time. This parameter limits the average number of object locks used by each transaction; individual transactions can lock more objects as long as the locks of all transactions fit in the lock table. This isnotthe number of rows that can be locked; that value is unlimited. The default, 64, has historically proven sufficient, but you might need to raise this value if you have clients that touch many different tables in a single serializable transaction. This parameter can only be set at server start."
max_pred_locks_per_relation,integer,"This controls how many pages or tuples of a single relation can be predicate-locked before the lock is promoted to covering the whole relation. Values greater than or equal to zero mean an absolute limit, while negative values meanmax_pred_locks_per_transactiondivided by the absolute value of this setting. The default is -2, which keeps the behavior from previous versions ofPostgreSQL. This parameter can only be set in thepostgresql.conffile or on the server command line."
max_pred_locks_per_page,integer,This controls how many rows on a single page can be predicate-locked before the lock is promoted to covering the whole page. The default is 2. This parameter can only be set in thepostgresql.conffile or on the server command line.
array_nulls,boolean,"This controls whether the array input parser recognizes unquotedNULLas specifying a null array element. By default, this ison, allowing array values containing null values to be entered. However,PostgreSQLversions before 8.2 did not support null values in arrays, and therefore would treatNULLas specifying a normal array element with the string value“NULL”. For backward compatibility with applications that require the old behavior, this variable can be turnedoff.Note that it is possible to create array values containing null values even when this variable isoff."
backslash_quote,enum,"This controls whether a quote mark can be represented by\'in a string literal. The preferred, SQL-standard way to represent a quote mark is by doubling it ('') butPostgreSQLhas historically also accepted\'. However, use of\'creates security risks because in some client character set encodings, there are multibyte characters in which the last byte is numerically equivalent to ASCII\. If client-side code does escaping incorrectly then an SQL-injection attack is possible. This risk can be prevented by making the server reject queries in which a quote mark appears to be escaped by a backslash. The allowed values ofbackslash_quoteareon(allow\'always),off(reject always), andsafe_encoding(allow only if client encoding does not allow ASCII\within a multibyte character).safe_encodingis the default setting.Note that in a standard-conforming string literal,\just means\anyway. This parameter only affects the handling of non-standard-conforming literals, including escape string syntax (E'...')."
escape_string_warning,boolean,"When on, a warning is issued if a backslash (\) appears in an ordinary string literal ('...'syntax) andstandard_conforming_stringsis off. The default ison.Applications that wish to use backslash as escape should be modified to use escape string syntax (E'...'), because the default behavior of ordinary strings is now to treat backslash as an ordinary character, per SQL standard. This variable can be enabled to help locate code that needs to be changed."
lo_compat_privileges,boolean,"InPostgreSQLreleases prior to 9.0, large objects did not have access privileges and were, therefore, always readable and writable by all users. Setting this variable toondisables the new privilege checks, for compatibility with prior releases. The default isoff. Only superusers and users with the appropriateSETprivilege can change this setting.Setting this variable does not disable all security checks related to large objects — only those for which the default behavior has changed inPostgreSQL9.0."
quote_all_identifiers,boolean,"When the database generates SQL, force all identifiers to be quoted, even if they are not (currently) keywords. This will affect the output ofEXPLAINas well as the results of functions likepg_get_viewdef. See also the--quote-all-identifiersoption ofpg_dumpandpg_dumpall."
standard_conforming_strings,boolean,"This controls whether ordinary string literals ('...') treat backslashes literally, as specified in the SQL standard. Beginning inPostgreSQL9.1, the default ison(prior releases defaulted tooff). Applications can check this parameter to determine how string literals will be processed. The presence of this parameter can also be taken as an indication that the escape string syntax (E'...') is supported. Escape string syntax (Section 4.1.2.2) should be used if an application desires backslashes to be treated as escape characters."
synchronize_seqscans,boolean,"This allows sequential scans of large tables to synchronize with each other, so that concurrent scans read the same block at about the same time and hence share the I/O workload. When this is enabled, a scan might start in the middle of the table and then“wrap around”the end to cover all rows, so as to synchronize with the activity of scans already in progress. This can result in unpredictable changes in the row ordering returned by queries that have noORDER BYclause. Setting this parameter tooffensures the pre-8.3 behavior in which a sequential scan always starts from the beginning of the table. The default ison."
transform_null_equals,boolean,"When on, expressions of the formexpr= NULL(orNULL =expr) are treated asexprIS NULL, that is, they return true ifexprevaluates to the null value, and false otherwise. The correct SQL-spec-compliant behavior ofexpr= NULLis to always return null (unknown). Therefore this parameter defaults tooff.However, filtered forms inMicrosoft Accessgenerate queries that appear to useexpr= NULLto test for null values, so if you use that interface to access the database you might want to turn this option on. Since expressions of the formexpr= NULLalways return the null value (using the SQL standard interpretation), they are not very useful and do not appear often in normal applications so this option does little harm in practice. But new users are frequently confused about the semantics of expressions involving null values, so this option is off by default.Note that this option only affects the exact form= NULL, not other comparison operators or other expressions that are computationally equivalent to some expression involving the equals operator (such asIN). Thus, this option is not a general fix for bad programming.Refer toSection 9.2for related information."
allow_alter_system,boolean,"Whenallow_alter_systemis set tooff, an error is returned if theALTER SYSTEMcommand is executed. This parameter can only be set in thepostgresql.conffile or on the server command line. The default value ison.Note that this setting must not be regarded as a security feature. It only disables theALTER SYSTEMcommand. It does not prevent a superuser from changing the configuration using other SQL commands. A superuser has many ways of executing shell commands at the operating system level, and can therefore modifypostgresql.auto.confregardless of the value of this setting.Turning this setting off is intended for environments where the configuration ofPostgreSQLis managed by some external tool. In such environments, a well intentioned superuser mightmistakenlyuseALTER SYSTEMto change the configuration instead of using the external tool. This might result in unintended behavior, such as the external tool overwriting the change at some later point in time when it updates the configuration. Setting this parameter tooffcan help avoid such mistakes.This parameter only controls the use ofALTER SYSTEM. The settings stored inpostgresql.auto.conftake effect even ifallow_alter_systemis set tooff."
exit_on_error,boolean,"If on, any error will terminate the current session. By default, this is set to off, so that only FATAL errors will terminate the session."
restart_after_crash,boolean,"When set to on, which is the default,PostgreSQLwill automatically reinitialize after a backend crash. Leaving this value set to on is normally the best way to maximize the availability of the database. However, in some circumstances, such as whenPostgreSQLis being invoked by clusterware, it may be useful to disable the restart so that the clusterware can gain control and take any actions it deems appropriate.This parameter can only be set in thepostgresql.conffile or on the server command line."
data_sync_retry,boolean,"When set to off, which is the default,PostgreSQLwill raise a PANIC-level error on failure to flush modified data files to the file system. This causes the database server to crash. This parameter can only be set at server start.On some operating systems, the status of data in the kernel's page cache is unknown after a write-back failure. In some cases it might have been entirely forgotten, making it unsafe to retry; the second attempt may be reported as successful, when in fact the data has been lost. In these circumstances, the only way to avoid data loss is to recover from the WAL after any failure is reported, preferably after investigating the root cause of the failure and replacing any faulty hardware.If set to on,PostgreSQLwill instead report an error but continue to run so that the data flushing operation can be retried in a later checkpoint. Only set it to on after investigating the operating system's treatment of buffered data in case of write-back failure."
recovery_init_sync_method,enum,"When set tofsync, which is the default,PostgreSQLwill recursively open and synchronize all files in the data directory before crash recovery begins. The search for files will follow symbolic links for the WAL directory and each configured tablespace (but not any other symbolic links). This is intended to make sure that all WAL and data files are durably stored on disk before replaying changes. This applies whenever starting a database cluster that did not shut down cleanly, including copies created withpg_basebackup.On Linux,syncfsmay be used instead, to ask the operating system to synchronize the file systems that contain the data directory, the WAL files and each tablespace (but not any other file systems that may be reachable through symbolic links). This may be a lot faster than thefsyncsetting, because it doesn't need to open each file one by one. On the other hand, it may be slower if a file system is shared by other applications that modify a lot of files, since those files will also be written to disk. Furthermore, on versions of Linux before 5.8, I/O errors encountered while writing data to disk may not be reported toPostgreSQL, and relevant error messages may appear only in kernel logs.This parameter can only be set in thepostgresql.conffile or on the server command line."
block_size,integer,Reports the size of a disk block. It is determined by the value ofBLCKSZwhen building the server. The default value is 8192 bytes. The meaning of some configuration variables (such asshared_buffers) is influenced byblock_size. SeeSection 19.4for information.
data_checksums,boolean,Reports whether data checksums are enabled for this cluster. Seedata checksumsfor more information.
data_directory_mode,integer,On Unix systems this parameter reports the permissions the data directory (defined bydata_directory) had at server startup. (On Microsoft Windows this parameter will always display0700.) Seegroup accessfor more information.
debug_assertions,boolean,"Reports whetherPostgreSQLhas been built with assertions enabled. That is the case if the macroUSE_ASSERT_CHECKINGis defined whenPostgreSQLis built (accomplished e.g., by theconfigureoption--enable-cassert). By defaultPostgreSQLis built without assertions."
huge_pages_status,enum,"Reports the state of huge pages in the current instance:on,off, orunknown(if displayed withpostgres -C). This parameter is useful to determine whether allocation of huge pages was successful underhuge_pages=try. Seehuge_pagesfor more information."
integer_datetimes,boolean,"Reports whetherPostgreSQLwas built with support for 64-bit-integer dates and times. As ofPostgreSQL10, this is alwayson."
in_hot_standby,boolean,"Reports whether the server is currently in hot standby mode. When this ison, all transactions are forced to be read-only. Within a session, this can change only if the server is promoted to be primary. SeeSection 26.4for more information."
max_function_args,integer,Reports the maximum number of function arguments. It is determined by the value ofFUNC_MAX_ARGSwhen building the server. The default value is 100 arguments.
max_identifier_length,integer,"Reports the maximum identifier length. It is determined as one less than the value ofNAMEDATALENwhen building the server. The default value ofNAMEDATALENis 64; therefore the defaultmax_identifier_lengthis 63 bytes, which can be less than 63 characters when using multibyte encodings."
max_index_keys,integer,Reports the maximum number of index keys. It is determined by the value ofINDEX_MAX_KEYSwhen building the server. The default value is 32 keys.
segment_size,integer,Reports the number of blocks (pages) that can be stored within a file segment. It is determined by the value ofRELSEG_SIZEwhen building the server. The maximum size of a segment file in bytes is equal tosegment_sizemultiplied byblock_size; by default this is 1GB.
server_encoding,string,"Reports the database encoding (character set). It is determined when the database is created. Ordinarily, clients need only be concerned with the value ofclient_encoding."
server_version,string,Reports the version number of the server. It is determined by the value ofPG_VERSIONwhen building the server.
server_version_num,integer,Reports the version number of the server as an integer. It is determined by the value ofPG_VERSION_NUMwhen building the server.
shared_memory_size,integer,"Reports the size of the main shared memory area, rounded up to the nearest megabyte."
shared_memory_size_in_huge_pages,integer,"Reports the number of huge pages that are needed for the main shared memory area based on the specifiedhuge_page_size. If huge pages are not supported, this will be-1.This setting is supported only onLinux. It is always set to-1on other platforms. For more details about using huge pages onLinux, seeSection 18.4.5."
ssl_library,string,"Reports the name of the SSL library that thisPostgreSQLserver was built with (even if SSL is not currently configured or in use on this instance), for exampleOpenSSL, or an empty string if none."
wal_block_size,integer,Reports the size of a WAL disk block. It is determined by the value ofXLOG_BLCKSZwhen building the server. The default value is 8192 bytes.
wal_segment_size,integer,Reports the size of write ahead log segments. The default value is 16MB. SeeSection 28.5for more information.
